transaction_id,items
1,O002|O013|O018
2,O003|O004|O005|O006|O009|O010|O017
3,O003|O007|O008|O011|O014|O015|O016
4,O001|O007|O008|O009|O016
5,O002|O004|O009
6,O007|O008|O009|O014
7,O006|O007|O008|O009|O014
8,O003|O004|O005|O006|O016
9,O007|O008|O009|O017
10,O003|O006|O016
11,O005|O007|O008
12,O001|O002|O014|O015|O018
13,O003|O004|O005|O017
14,O003|O006|O010|O017|O018
15,O001|O002|O007|O008
16,O003|O018
17,O001|O003|O014|O015|O016
18,O002|O006|O007|O012|O016|O018
19,O001|O003|O004
20,O001|O002|O012|O013|O014|O015
21,O001|O002|O018
22,O003|O004|O005|O007|O008|O009|O014|O015
23,O001|O002|O003|O005|O012|O013
24,O001|O007|O008|O010|O016|O017
25,O001|O002|O007|O009
26,O001|O003|O007|O008|O010|O011|O013
27,O005|O014
28,O003|O004|O005
29,O003|O004|O005|O008|O012
30,O002|O003|O005|O010
31,O006|O007|O009|O016
32,O003|O012|O018
33,O002|O003|O005|O006|O008|O014
34,O001|O002|O003|O006
35,O001|O003|O005|O010
36,O007|O008
37,O007|O008|O009
38,O002|O010|O011|O012|O013|O014|O015|O018
39,O003|O004|O005|O014|O015
40,O003|O007|O008|O009|O010|O017|O018
41,O005|O013|O015
42,O001|O002|O003|O006|O010|O011
43,O001|O003|O004|O005|O009|O018
44,O001|O007|O008|O009|O018
45,O003|O004|O005|O007|O008
46,O001|O002|O005|O014|O015
47,O001|O002|O003|O004|O005|O006|O016
48,O002|O006|O010|O011|O017
49,O002|O009|O010
50,O009|O010|O011|O014|O015|O016
51,O003|O010|O011|O018
52,O005|O014|O015|O016
53,O006|O012|O013|O016
54,O006|O007|O008|O012|O013
55,O001|O004|O005|O006
56,O003|O004|O005|O014
57,O001|O002|O004|O005|O008|O010
58,O001|O006|O010|O016|O018
59,O017
60,O001|O003|O006|O016
61,O009|O013|O014|O015|O016
62,O001|O007|O010
63,O003|O014|O015
64,O010|O012|O013|O015
65,O001|O002|O014|O018
66,O002|O018
67,O001|O006|O010|O011|O012|O013|O016
68,O003|O011|O018
69,O002|O018
70,O004|O005|O006|O014|O016
71,O007|O012|O013
72,O010|O015
73,O002|O010|O011|O015
74,O001|O002|O015
75,O002|O005|O006
76,O002|O006|O013|O016
77,O001|O015
78,O002|O004|O014|O018
79,O001|O002|O004|O005|O014|O015
80,O004|O007|O012|O013|O014
81,O004|O009
82,O007|O008|O009|O012|O013
83,O001|O002|O006|O007|O009|O016
84,O001|O002|O010|O012|O013|O018
85,O002|O010|O014|O015|O017|O018
86,O007|O008|O010|O012|O013
87,O011|O012|O013|O014
88,O004|O005|O007|O010|O012
89,O004|O005|O010|O015
90,O003|O007|O009|O014|O016
91,O003|O011|O018
92,O007|O008
93,O003|O004|O012|O013|O014
94,O001|O002|O013
95,O007|O008|O009|O010|O017
96,O008|O011|O014|O015
97,O003|O004
98,O002|O016|O018
99,O002|O006|O016
100,O003|O004|O005|O006|O016
101,O002|O007|O009|O014
102,O001|O006|O012
103,O006|O011
104,O002|O004|O006
105,O001|O002|O006|O010|O014|O016
106,O002|O004|O011|O014|O015
107,O008|O011|O015
108,O002|O004|O005|O014
109,O001|O003|O005|O006|O009|O010|O015
110,O006|O012|O016
111,O002|O004|O009
112,O001|O002|O003|O004|O005|O007|O008
113,O001|O004|O005|O010|O014
114,O001|O003|O006
115,O003|O006|O014
116,O002|O018
117,O007|O016
118,O001|O010|O011|O014|O015
119,O002|O003|O004|O005|O018
120,O001|O002|O007|O011|O014|O015
121,O004|O005
122,O001|O002|O007|O008|O010|O017
123,O005|O008|O014|O016
124,O003|O004|O007|O008|O014|O015|O016|O018
125,O003|O006|O017|O018
126,O001|O002|O007|O014
127,O004|O008|O009|O014|O015
128,O003|O006|O010|O011|O012|O016|O017
129,O010|O011|O012
130,O007|O017
131,O002|O005|O007|O009|O012|O013
132,O003|O004|O008|O010|O011|O013
133,O001|O002|O003
134,O003|O006|O014|O015
135,O005|O010|O017
136,O001|O002
137,O006|O016
138,O001|O011|O013|O014
139,O002|O007|O010|O017
140,O001|O010|O015
141,O012|O013|O014|O015
142,O001|O002|O006|O010|O016|O018
143,O001|O006|O014|O015
144,O007|O009|O010|O011
145,O007|O008|O009|O012|O013
146,O004|O005|O006|O012|O015|O016
147,O010|O011|O012|O013
148,O001|O002|O017
149,O001|O008|O010
150,O003|O004
151,O003|O006|O010|O017
152,O002|O007|O008|O014
153,O002|O010|O011
154,O006|O010|O015|O016|O017
155,O001|O011
156,O002|O006|O018
157,O001|O002|O007|O008
158,O001|O002|O010|O017
159,O002|O003|O007|O010|O014|O015
160,O012|O013
161,O008
162,O005|O008|O010|O013|O014|O015
163,O001|O002|O016
164,O002|O010|O017|O018
165,O010|O017
166,O002|O007|O008|O010|O011|O018
167,O007|O008|O009|O011
168,O001|O002|O003|O006
169,O007|O008|O010|O017
170,O007|O009|O012|O014
171,O004|O014
172,O002|O018
173,O001|O002|O010|O017
174,O003|O010|O011|O013|O018
175,O003|O004|O005|O010
176,O005|O010
177,O001|O002|O004|O005|O007|O008|O010|O014
178,O007|O009|O012
179,O004|O005|O007|O009|O014|O015
180,O001|O002|O014|O015
181,O006|O010|O016|O017
182,O004|O005|O007|O008|O009|O010|O014|O017
183,O006|O007|O008|O009|O014|O015
184,O001|O002
185,O007|O008|O009|O010
186,O001|O004|O006|O007|O009|O010|O016
187,O005|O013|O014
188,O001|O003|O004|O005|O009|O010|O014
189,O002|O003|O004|O005|O008|O010|O014
190,O007|O008|O012|O013
191,O002|O018
192,O008|O014|O015
193,O006|O012|O013|O016
194,O016
195,O005|O006|O016
196,O002|O010|O017|O018
197,O003|O004|O010|O012|O013|O014|O017
198,O001|O002|O008|O013
199,O003|O004|O005|O006|O014
200,O001|O002|O003|O006
201,O010|O011|O014|O015
202,O003|O004
203,O008|O009|O010|O012|O013
204,O001|O002|O010|O012|O013|O017
205,O004|O005|O014|O015
206,O001|O006|O010|O016
207,O002|O007|O008|O014|O015|O018
208,O006|O007|O009|O013
209,O001|O003|O005|O006|O016
210,O010|O014|O015|O017
211,O001|O002|O014|O018
212,O009|O014|O017
213,O014|O016
214,O004|O005|O007|O009|O014
215,O008|O009|O014|O015
216,O006|O007|O008|O009|O016
217,O001|O008|O010|O011
218,O002|O007|O008|O009|O011
219,O001|O002|O006
220,O004|O006|O007|O014|O016
221,O003|O007|O008|O009|O018
222,O003|O006|O012|O018
223,O001|O003|O004|O005|O010|O014
224,O001|O002|O010|O017
225,O007|O009|O011
226,O003|O004|O005|O013
227,O001|O003|O006|O010|O014
228,O003|O007|O008|O009|O018
229,O002|O003|O004|O005|O014|O018
230,O001|O010|O011|O012|O013|O017
231,O003|O004|O005|O010|O014|O018
232,O002|O003|O004|O005|O014|O018
233,O003|O004|O005|O006|O016
234,O007|O008|O009
235,O001|O003|O012
236,O001|O007|O008|O010
237,O001|O003|O006|O010|O015|O016
238,O001|O002|O004|O005|O014
239,O005|O008|O009|O010
240,O003|O007|O008
241,O003|O006|O007|O008|O009
242,O001|O003|O010|O012|O013|O018
243,O005|O014|O016
244,O001|O010|O018
245,O008|O010|O012|O013|O017
246,O007|O010|O017
247,O003|O004|O005|O008
248,O001|O002|O010|O018
249,O001|O003|O006|O012|O013
250,O001|O003|O004|O005|O010|O011|O018
251,O003|O007|O009|O010|O012|O017
252,O003|O005|O006
253,O003|O006|O014|O015
254,O007|O014|O018
255,O014|O016
256,O001|O004|O005|O010|O012|O013|O014
257,O001|O010|O013|O016
258,O003|O004|O005|O007|O008|O014
259,O002|O011|O015
260,O003|O007|O008
261,O001|O007|O009|O010
262,O003|O004|O005|O007|O009|O012
263,O003|O014
264,O004|O005|O007|O009|O010|O011|O014
265,O010|O014|O017
266,O001|O002|O006|O014|O015|O016
267,O005
268,O002|O010|O014|O015|O018
269,O006|O014|O015|O016
270,O006|O008|O014|O015|O016
271,O003|O007|O008|O018
272,O004|O005|O006|O014|O016
273,O004|O005|O006|O008|O011|O016
274,O009|O012|O017
275,O003|O004|O010|O017
276,O006|O007
277,O002|O008|O016|O018
278,O006|O012|O014|O015|O016|O017
279,O005|O013
280,O007|O010|O011
281,O003|O006|O007|O011|O016
282,O004|O008|O013
283,O016
284,O003|O006|O014|O015|O016
285,O005|O006|O010|O012
286,O012|O013|O014|O015
287,O001|O002|O006|O010|O016|O017
288,O004|O005|O010|O017
289,O001|O002|O007|O008|O012|O013
290,O001|O003|O004|O007|O008|O017
291,O004|O013
292,O001|O002|O010|O011
293,O002|O003|O007|O018
294,O005|O007|O008|O013|O014
295,O006|O012|O013|O016
296,O002|O010|O015|O017
297,O001|O004|O005|O010|O014
298,O008|O009|O010|O011|O015
299,O006|O007|O016
300,O001|O002|O010|O017
301,O010|O011|O012|O013
302,O002|O003|O007|O018
303,O002|O007|O008|O018
304,O002|O012|O018
305,O004|O005|O011
306,O003|O004|O005|O006|O010|O011|O012|O013|O016
307,O003|O004|O005|O014|O015
308,O001|O003|O004|O005|O006|O010|O017
309,O006|O007|O016
310,O007|O009|O010|O011
311,O004|O007|O009|O014
312,O007|O008|O016
313,O001|O002|O007|O009
314,O003|O004|O005|O006|O010|O012|O013
315,O001|O004|O006|O010|O011|O016|O017
316,O003|O006|O014
317,O018
318,O004|O005|O007|O009|O014
319,O001|O004|O005|O007|O014
320,O003|O004|O006|O008|O010|O014
321,O001|O002
322,O007|O008|O009|O014|O017
323,O003|O004|O005|O010|O011
324,O001|O002|O007|O009|O018
325,O003|O012|O013|O018
326,O001|O002|O003|O006|O012
327,O001|O003|O004|O006|O012|O014|O016
328,O010|O017
329,O006|O007|O008|O016
330,O007|O008|O014|O015
331,O009|O010
332,O001|O007|O009
333,O004|O005|O014
334,O001|O007|O008|O010
335,O003|O006
336,O003|O004|O005|O007|O008|O010
337,O003|O004|O005|O014
338,O001|O002|O004|O009|O018
339,O002|O007|O008|O018
340,O001|O002|O003|O004|O005|O010|O011|O017
341,O002|O003|O007
342,O002|O017
343,O001|O006|O010|O016
344,O010|O011
345,O001|O002
346,O004|O005|O014
347,O001|O003|O004|O007|O010|O016
348,O006|O016
349,O005|O006|O014
350,O001|O002|O003|O006
351,O001|O003|O004|O005|O010|O017
352,O003|O012
353,O001|O002|O004|O005|O007|O008|O014
354,O004|O014|O015
355,O003|O004|O005|O009|O012|O013|O014
356,O006|O007|O009|O013|O016
357,O005|O010|O011|O018
358,O005|O007|O008
359,O001|O002|O006|O016
360,O006|O014|O015
361,O002|O007|O016
362,O003|O004|O005
363,O001|O002|O003|O006
364,O002|O007|O008|O009|O018
365,O003|O004|O005|O006
366,O005|O014|O015
367,O007|O008|O009|O014|O015
368,O007|O008|O010|O011
369,O001|O005
370,O003|O009|O010|O018
371,O014|O015
372,O006|O007|O008|O014|O015|O016
373,O007|O008|O012|O013|O014
374,O001|O006|O009|O012|O013|O016
375,O002|O003|O006|O010|O016
376,O001|O002|O009|O010|O017
377,O001|O010|O011|O016|O018
378,O001|O002|O003|O004|O005
379,O001
380,O012|O013
381,O013|O018
382,O003|O004|O005|O016
383,O007|O008|O012|O013
384,O001|O002|O007|O008
385,O012|O014|O017
386,O002|O005|O007|O018
387,O007|O014|O015
388,O004|O005|O014
389,O004|O005
390,O007|O008|O009
391,O003|O006|O007|O008|O012|O013
392,O001|O012|O015
393,O001|O002|O003|O004|O006|O017
394,O001|O007|O008|O010|O011
395,O002|O010|O017
396,O006|O007|O009|O010|O016|O017
397,O007|O008|O010|O017|O018
398,O013|O014|O015
399,O007|O008|O009|O010|O011
400,O003|O004|O005|O010|O014|O017|O018
401,O001|O002|O017
402,O001|O002|O004|O005|O006|O009
403,O001|O003|O005|O014
404,O002|O006|O015|O016
405,O003|O007|O009|O010|O011|O014
406,O004|O008|O014|O015
407,O007|O009
408,O004|O005|O007|O008|O010|O014|O017
409,O001|O002|O012|O013|O015|O018
410,O002|O003|O004|O005|O018
411,O001|O002|O003|O004|O006
412,O001|O010|O011|O012
413,O006|O009|O012|O014|O016|O017
414,O004|O005|O007|O008|O014
415,O004|O006
416,O001|O002|O009
417,O005|O006|O007|O008|O013|O016
418,O006|O007|O009|O010|O016|O017
419,O004|O014|O015
420,O006|O016
421,O003|O010|O011|O014|O015|O018
422,O006|O014|O015|O016
423,O001|O002|O005
424,O001|O002|O007|O008
425,O004|O007|O014
426,O002|O005|O006|O009
427,O006|O010|O014|O015|O016|O017
428,O010|O012|O013|O017
429,O002|O007|O008|O018
430,O004|O005|O010|O012|O013|O014
431,O001|O002|O007|O008|O012|O013
432,O002|O006|O010|O014|O018
433,O002|O010|O017|O018
434,O007|O008|O009|O014|O015
435,O003|O005|O011|O013|O014|O016
436,O003|O013|O018
437,O007|O008|O010|O017
438,O005|O008|O009|O014
439,O012|O013
440,O007|O008|O012|O014|O015
441,O004|O005|O013|O014|O015
442,O001|O004|O005|O010|O014
443,O001|O003|O011|O018
444,O001|O002|O005|O007|O008|O010|O018
445,O001|O002|O006|O010
446,O003|O004|O009|O017
447,O004|O005|O007|O008|O009|O014
448,O012|O013
449,O010|O011|O014
450,O005|O009|O014
451,O001|O010|O012|O013|O017
452,O002|O003|O004|O005|O010|O012|O013|O018
